question,note,optionD,optionC,optionB,mark,count,optionF,questionid,subject,optionE,year,type,optionA,paperName,answer
矿山救护队在接到事故报告电话、值班人员发出警报后，必须在()min内出动救援。,,10,5,3,0,,,2641,,,2017,单选题,1,2017B500,A
资源整合中矿井改扩建工程较多，根据要求改扩建大中型矿井开采深度不应超过1000米，兴建、改扩建小型矿井开采深度不应超过600米。,,,,,0,,,2539,,,2017,判断题,,2017B500,n
依照《安全生产法》的规定，煤矿企业(        )与从业人员订立协议，免除或者减轻其对从业人员因生产安全事故伤亡依法应承担的责任。,,一般不得,不得,经有关部门批准可以,0,,,2122,,,2016,单选题,可以,2016B500,C
区域综合防突措施包括区域突出危险性预测、区域防突措施、区域防突措施效果检验和()等内容。,,工作面验证,区域安全防护措施,区域认定,0,,,2758,,,2017,单选题,区域验证,2017B500,A
《煤矿安全规程》第七十四条规定：耙装作业开始前，甲烷断电仪的传感器，必须悬挂在耙斗作业段的(        )。,,,上方,后方,0,,,397,,,2012,单选题,前方,开采安全,C
生产经营单位制定的应急预案应当至少每三年修订一次，预案修订情况应有记录并归档。,,,,,0,,,1023,,,2012,判断题,,安全管理,y
安全生产行政法规是指由(        )依法制定的有关安全生产的规范性文件。,,国务院国务院部委和直属机构,国务院部委,国务院部委和直属机构,0,,,2145,,,2016,单选题,国务院,2016B500,A
瓦斯喷出区域和煤<岩>与瓦斯<二氧化碳>突出煤层的掘进通风方式可以不采用压入式。,,,,,0,,,1260,,,2012,判断题,,一通三防,n
锚杆支护要定期做拉拔<拉力>试验，发现锚固力小于规定的要采取补打锚杆或架棚子等措施。,,,,,0,,,1132,,,2012,判断题,,开采安全,y
紧急避险设施的设置应与矿井避灾路线相结合，矿井井下有关巷道和场所必须按规定设置矿井安全标识，应明确井下发生各种灾害时的不同避灾路线，并绘制相应避灾路线图。,,,,,0,,,2370,,,2017,判断题,,2017B500,y
用架空乘人装置运送人员时，运行速度不得超 过 1．5m／S。 ,错误原因：1.5正确为：1.2,,,,0,,,2062,,,2016,判断题,,2016B500,n
火区封闭后，应加强管理，对墙内的温度和空气成分，要定期进行测定和化验分析。封闭火区的防火墙必须每天检查一次，瓦斯急剧变化时，每班至少检查(        )次：,,,3,2,0,,,59,,,2012,单选题,1,一通三防,B
爆破工必须携带爆破合格证和(        )的爆破工作指示单到爆破材料库领取爆破材料。,,,爆炸器材管理办公室签章,区<队>长签章,0,,,216,,,2012,单选题,班组长签章,爆破安全,A
依据《安全生产法》，下列关于生产经营单位的安全生产管理机构和人员配置要求的说法中，正确的有(        )。,,由本单位的工程技术人员兼职负责本单位的安全生产管理,从业人员在100人以下的机械加工厂，可以委托具有国家规定的相关专业技术资格的工程技术人员提供安全生产管理服务,从业人员在100人以下的造纸厂，应当配备专职或者兼职的安全生产管理人员,0,,,2302,,从业人员超过100人的纺织厂，应当设置安全生产管理机构或者配备专职安全生产管理人员,2016,多选题,矿山企业应当设置安全生产管理机构或者配备专职安全生产管理人员,2016B500,A，B，E
使用局部通风机通风的掘进工作面，因检修、停电等原因停风时，必须(        )。,,独头巷道口设置栅栏，并悬挂“禁止人内”警标,切断电源,撤出人员,0,5,,837,,,2012,多选题,停止工作,一通三防,ABCD
《山西省煤矿建设标准》要求矿井井下<含井筒>必须选用取得煤矿矿用产品安全标志的阻燃电缆，可以采用铝包电缆。,,,,,0,,,1823,,,2016,判断题,,2016B500,n
停工区瓦斯浓度达到3％不能立即处理时，必须在24h内封闭完毕。,,,,,0,,,1236,,,2012,判断题,,一通三防,y
根据《煤矿重大安全生产隐患认定办法<试行>》之规定，没有按规定设计形成通风系统的，属于煤矿重大安全生产隐患。,,,,,0,,,1614,,,2012,判断题,,法律法规,y
设在回风流中的井下机电设备硐室，此回风流中的瓦斯浓度不得超过0.5％，并必须安装(        )。,,,甲烷断电仪,一氧化碳传感器,0,,,222,,,2012,单选题,便携式瓦斯检查仪,一通三防,C
根据《煤矿重大安全生产隐患认定办法<试行>》之规定，井下瓦斯超限后不采取措施继续作业的，属于煤矿重大安全生产隐患。,,,,,0,,,1608,,,2012,判断题,,法律法规,y
《安全生产法》的立法目的是：为了加强安全生产工作，防止和减少安全生产事故，保障人民群众生命和财产安全，(        )。,,促进人民幸福,促进经济社会持续健康发展,促进社会和谐发展,0,,,2097,,,2016,单选题,促进经济发展,2016B500,C
掘进工作面瓦斯积聚的原因可能有(        ),,工作面粉尘浓度大,串联通风,局部通风机能力不足,0,1,,655,,,2012,多选题,风筒漏风,一通三防,ABC
空气压缩机必须装设温度保护装置，在超温时能自动切断电源。,,,,,0,,,1390,,,2012,判断题,,机电运输,y
煤矿有(        )，负责煤矿有关证照颁发的部门应当责令该煤矿立即停止生产，提请县级以上地方人民政府予以关闭，并可以向上一级地方人民政府报告。,,,特种作业人员未取得资格证书上岗作业的,存在重大隐患，仍然进行生产的,0,1,,512,,,2012,单选题,责令停产整顿后擅自进行生产的；无视政府安全监管，拒不进行整顿或者停而不整、明停暗采的,法律法规,A
煤矿发现与矿井防治水有关系的河道中存在障碍物或者堤坝破损时，应当及时清理障碍物或者修复堤坝，并报告当地人民政府相关部门。,,,,,0,,,1025,,,2012,判断题,,安全管理,y
依据《安全生产法》的规定，任何单位和个人对事故隐患或者安全生产违法行为，均有权向(        )报告或者举报。,,负有安全生产监督管理职责的部门,安全生产监察机关,生产经营单位安全生产管理部门,0,,,2132,,,2016,单选题,各级人民政府,2016B500,D
煤矿井下发生火灾，在抢救人员和灭火过程中，必须指定专人检查(        )、其他有害气体和风向、风量的变化，还必须采取防止瓦斯、煤尘爆炸和人员中毒的安全措施。,,煤尘,空气温度,一氧化碳,0,,,849,,,2012,多选题,瓦斯,职业防护,ABD
距掘进工作面30—50m范围内，应安设电话；距采煤工作面两端10—20m范围内，应分别安设电话；采掘工作面的巷道长度大于1000m时，在巷道中部应安设电话。,,,,,0,,,1012,,,2012,判断题,,安全管理,y
空气压缩机吸气口必须设置过滤装置。（）,新规程取消此规定,,,,0,,,2490,,,2017,判断题,,2017B500,n
采煤工作面回采率应符合下列规定(        ),,,"厚煤层不小于85％,中厚煤层不小于80％,薄煤层不小于75％。","厚煤层不小于90％,中厚煤层不小于85％,薄煤层不小于80％。",0,,,2240,,,2016,单选题,"厚煤层不小于93％,中厚煤层不小于95％,薄煤层不小于97％。",2016B500,A
用吊桶升降人员时，应当采用不旋转的钢丝绳。（）,,,,,0,,,2464,,,2017,判断题,,2017B500,y
下列不属于煤矿瓦斯防治工作“十二条红线”的是(        )。,,矿井未按规定实现双回路供电使用淘汰不合格电气设备以及电气设备失爆的。,瓦斯超限作业，瓦斯超限停电停风不撤人或矿井1个月内发生2次及以上瓦斯超限的。,未按规定及时进行瓦斯抽放的。,0,,,2222,,,2016,单选题,矿井风量不足采掘工作面无风微风作业的。,2016B500,B
生产经营单位应当对从业人员进行安全生产教育和培训，保证从业人员具备(        )。未经安全生产教育和培训合格的从业人员，不得上岗作业。,,掌握本岗位的安全操作技能,熟悉有关的安全生产规章制度和安全操作规程,必要的企业管理知识,1,,,592,,,2012,多选题,必要的安全生产知识,法律法规,ACD
现阶段人们常说的“三项岗位人员”是指企业(        )。,,从业人员,特种作业人员,安全生产管理人员,0,3,,919,,,2012,多选题,主要负责人,法律法规,ABC
《山西省煤矿安全质量标准化标准》中机电专业标准要求煤矿掘进设备应有(        )装置，且灵敏可靠。,,机载瓦斯报警断电,闭锁,欠电压保护,0,,,2198,,,2016,单选题,预警,2016B500,D
《山西省煤矿建设标准》要求井工矿主要通风机必须装有反风设施，通风机的反风量不应小于正常供风量的(        )。,,40%,30%,20%,0,2,,2189,,,2016,单选题,10%,2016B500,D
根据《安全生产许可证条例》的规定，国家对(        )企业实行安全生产许可证制度。,,食品企业,危险化学品生产企业,建筑施工企业,0,3,,747,,,2012,多选题,矿山企业,法律法规,ABC
采用均压技术防灭火时，不需检查均压区域内的巷道中风流流动状态，但应有防止瓦斯积聚的安全措施。,,,,,0,,,1287,,,2012,判断题,,一通三防,n
《安全生产法》所指的危险物品包括(        )。,,大型机械设备,高压气瓶手持电动工具,枪支弹药,1,1,,2087,,,2016,单选题,易燃易爆物品危险化学品放射性物品,2016B500,A
下列关于井下主要排水泵房的规定，正确的是(        )。,,每年至少做2次主要排水泵房的联合排水试验,主要泵房至少有2个出口,配电设备应同工作、备用及检修的水泵相适应，并能同时运转全部水泵,0,5,,888,,,2012,多选题,应当有工作和备用的排水管路,地质安全,ABC
在启封火区工作完毕后的3天内，每班必须由矿山救护队检查通风工作，并测定水温、空气温度和空气成分。只有在确认火区完全熄灭、通风等情况良好后，方可进行生产工作。,,,,,0,,,2444,,,2017,判断题,,2017B500,y
劳动保护是要消除生产过程中的(        ),,不安全行为,不安全环境、不安全场所,不安全设备和设施,0,,,852,,,2012,多选题,危及人身安全和健康的不良环境,安全管理,ABCD
煤矿井下爆破，须按矿井(        )选用相应的煤矿许用炸药和雷管。,,,煤炭品种,生产能力,0,,,446,,,2012,单选题,瓦斯等级,法律法规,A
劳动者享有了解工作场所产生或者可能产生的(        )和应当采取的职业病防护措施，要求用人单位提供符合防治职业病要求的职业病防护设施和个人使用的职业病防护用品，改善工作条件。,,职业病危害后果,先天性遗传疾病危害因素,先天性遗传疾病危害后果,0,,,914,,,2012,多选题,职业病危害因素,法律法规,AD
机械设备超过检修期或超负荷运行或设备有缺陷不采取措施造成事故的，领导者不负领导责任。,,,,,0,,,988,,,2012,判断题,,安全管理,n
下列属于失爆的情况有(        ),,外壳连接螺丝不齐全,密封挡板不合格,隔爆结合面严重锈蚀,0,,,666,,,2012,多选题,隔爆外壳内有锈皮脱落,机电运输,ABCD
在变压器中性点不接地系统中，将电气设备正常情况下不带电的金属外壳及构架等与大地作良好的电气连接称为(        )接地。,,,工作,保护,0,,,348,,,2012,单选题,绝缘,机电运输,B
备用的主要通风机必须能在（）min内开动。,,,10,7,0,,,2678,,,2017,单选题,5,2017B500,C
井下巷道内的电缆，不同型电缆之间可以直接连接。,,,,,0,,,1418,,,2012,判断题,,机电运输,n
《煤矿隐患排查和整顿关闭实施办法<试行>》规定：对决定关闭的煤矿，由有关地方人民政府立即组织实施，责令并监督煤矿企业(        )。,,发放遣散费用,发还职工工资,按规定解除劳动关系,0,3,,848,,,2012,多选题,妥善遣散从业人员,法律法规,ABCD
立井井筒与各水平车场的连接处，必须设有专用的(  )，严禁人员通过提升间。,,,运物车,躲避硐,0,,,563,,,2012,单选题,人行道,应急管理,A
井下电气设备保护接地的主接地极应在()各埋设1块。,,,水沟、潮湿处,主、副水仓中,0,,,2713,,,2017,单选题,水仓、水沟中,2017B500,B
在矿井有突水危险的采掘区域，应当在其附近设置防水闸门。,,,,,0,,,1055,,,2012,判断题,,地质安全,y
严重冲击地压厚煤层中双巷掘进时，两条平行巷道之间的煤柱不得小于(        )m。,,,10,8,0,,,177,,,2012,单选题,5,开采安全,B
